Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations 1,geo_latitude,geo_longitude,geo_accuracy,Affiliations 2,Coordinates 2,Affiliations 3,Coordinates 3,Affiliations 4,Coordinates 4,Affiliations 5,Coordinates 5,Affiliation 6,Coordinates 6,Affiliation 7,Coordinates 7,Affiliation 8,Coordinates 8,Affiliation 9,Coordinates 9,Affiliation 10,Coordinates 10,Affiliation 11,Coordinates 11,Affiliation 12,Coordinates 12,Affiliation 13,Coordinates 13,Affiliation 14,Coordinates 14,Affiliation 15,Coordinates 15,Affiliation 16,Coordinates 16,Affiliation 17,Coordinates 17,Lat,Lng
"Metzger M., De Quadros R.M.",Cognitive control in intermodal bilingual interpreters,2012,Signed Language Interpreting in Brazil,9.78E+12,,,43,56,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920055024&partnerID=40&md5=9b566da9802c65b08c50cc5c54851d08,"Universidade Federal de Santa Catarina, Brazil",-27.599144,-48.5235907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.599144,-48.5235907
Otsuka S.,Lost in translation: Japanese fulbright students as cultural interpreters,2012,Teaching America to the World and the World to America: Education and Foreign Relations Since 1870,,,,173,193,,,10.1057/9781137060150,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014334124&doi=10.1057%2f9781137060150&partnerID=40&md5=e3d0814a7017b573c6c483d4504d38d6,"University of Tampere, Oravatie 16 A 3, Seinäjoki, Finland",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Felberg T.R., Skaaden H.",The (de)construction of culture in interpreter-mediated medical discourse,2012,Linguistica Antverpiensia,11,,,95,112,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901696684&partnerID=40&md5=1cdacc94f9cadfb9552c76d0025ae3da,"Universidade Federal de Santa Catarina, Brazil",-27.599144,-48.5235907,,"Interpretation Department, Gallaudet University, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.599144,-48.5235907
Grinev A.V.,Native interpreters in the Russian America,2012,Etnograficeskoe Obozrenie,,6,,154,167,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900445663&partnerID=40&md5=4bbaaf770c54ecf4f2d2ee1fe786bb61,"Center for Cultural Competence in Health Care, Weill Cornell Medical College, Doha, Qatar",25.3180355,51.438919,,"Japanese Family Health Program, Department of Family Medicine, University of Michigan Health System, Ann Arbor, MI, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3180355,51.438919
Plötz J.,Linguistic intermediation of the incommunicable. The interpreter Felipillo and his colleagues between Incas and Spanish conquerors [Sprachmittlung des nichtvermittelbaren. Der dolmetscher felipillo und seine kollegen zwischen inkas und spanischen eroberern],2012,Lebende Sprachen,57,1,,185,216,,,10.1515/les-2012-0500,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866853294&doi=10.1515%2fles-2012-0500&partnerID=40&md5=5fab55e865857e7bef70db09d3117979,"Universitat Pompeu Fabra, Roc Boronat 136, Barcelona, Spain",41.3794153,2.1790715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3794153,2.1790715
"Schouten B., Ross J., Zendedel R., Meeuwesen L.",Informal interpreters in medical settings: A comparative socio-cultural study of the Netherlands and Turkey,2012,Translator,18,2,,311,338,,2,10.1080/13556509.2012.10799513,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969974149&doi=10.1080%2f13556509.2012.10799513&partnerID=40&md5=b84c5b5e94808b08c9793bf4a06dd30a,"York University, United Kingdom",53.9455334,-1.0561667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9455334,-1.0561667
Razinsky L.,"We are all the same: Max aue, interpreter of evil",2012,Yale French Studies,121,,,140,154,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909580888&partnerID=40&md5=bb7cb45458f0318866946677aec3cc68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tolsgaard M.G., Arendrup H., Lindhardt B.O., Hillingsø J.G., Stoltenberg M., Ringsted C.",Construct validity of the reporter-interpreter-manager-educator structure for assessing students' patient encounter skills,2012,Academic Medicine,87,6,,799,806,,9,10.1097/ACM.0b013e318253c8be,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861682215&doi=10.1097%2fACM.0b013e318253c8be&partnerID=40&md5=864d1f8017df52d811173b29b65b9d33,"University of Trieste, Italy",45.658667,13.7934477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.658667,13.7934477
Locke J.,"Is it necessary that there is an infallible interpreter of Sacred Scripture in the Church? No [É necessario che ci sia, nella chiesa, un infallibile interprete della sacra scrittura' NO]",2012,Archivio di Storia della Cultura,25,,,471,478,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904821127&partnerID=40&md5=2d9161542d3704136a5f580907a52b27,"Boise State University, Boise, ID, United States",43.6033127,-116.201649,,"C.A.R.E. Women and Children Clinic, Saint Alphonsus Regional Medical Center, Bosse, ID, United States",,"ICU, Saint Alphonsus Regional Medical Center, Bosse, ID, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6033127,-116.201649
Munday J.,Evaluation in translation: Critical points of translator decision-making,2012,Evaluation in Translation: Critical Points of Translator Decision-Making,,,,1,194,,1,10.4324/9780203117743,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908960378&doi=10.4324%2f9780203117743&partnerID=40&md5=efcf9eb3382a42a1b9940e38b39c0db7,"University of California-Irvine School of Law, United States",33.6467742,-117.8359443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6467742,-117.8359443
"Issartel L., Derivois D.",Interpreting and translating the request for asylum :What kind of psychic work ? [Interpréter et traduire la demande d'asile : quel travail psychique ?],2012,Cliniques Mediterraneennes,85,1,,271,284,,1,10.3917/cm.085.0271,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871043019&doi=10.3917%2fcm.085.0271&partnerID=40&md5=2907b8a5f97eb61c71b3c389d4cd6e9e,"School of Linguistics and Applied Language Studies, Victoria University of Wellington, PO Box 600, Wellington 6140, New Zealand",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Höcker J.T., Letzel S., Münster E.",[Are deaf patients in Germany informed about their legal rights for a sign language interpreter?]. [Sind gehörlose Patienten in Deutschland über ihren gesetzlichen Dolmetscheranspruch informiert?],2012,Gesundheitswesen (Bundesverband der Ärzte des Öffentlichen Gesundheitsdienstes (Germany)),74,12,,818,821,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882344571&partnerID=40&md5=0cad32b864cd7ae94982bad3d65b18e4,"CATIE Center, St. Catherine University, St. Louis, United States",44.925308,-93.182822,,"Douglas College New Westminster, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.925308,-93.182822
Blake V.,The National Childhood Vaccine Injury Act and the supreme court's interpretation.,2012,The virtual mentor : VM,14,1,,31,34,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877120285&partnerID=40&md5=7957ed661b6f9778e93a0c60df255ea3,"Interpretation Department, Gallaudet University, United States",38.908422,-76.9923875,,"Universidade Federal de Santa Catarina, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.908422,-76.9923875
"Ben Morrison T., Wieland M.L., Cha S.S., Rahman A.S., Chaudhry R.",Disparities in preventive health services among Somali immigrants and refugees,2012,Journal of Immigrant and Minority Health,14,6,,968,974,,22,10.1007/s10903-012-9632-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872003772&doi=10.1007%2fs10903-012-9632-4&partnerID=40&md5=bb292fc3428d039156f1aeb57f2497ce,"Northwestern University, University of Maryland, College Park, United States",38.9869183,-76.9425543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9869183,-76.9425543
"Mory C., Auvray V., Zhang B., Grass M., Schafer D., Peyrin F., Rit S., Douek P., Boussel L.",Deconvolution for limited-view streak artifacts removal: Improvements upon an existing approach,2012,IEEE Nuclear Science Symposium Conference Record,,,6551539,2370,2373,,,10.1109/NSSMIC.2012.6551539,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881606513&doi=10.1109%2fNSSMIC.2012.6551539&partnerID=40&md5=69c480a536dd98488b624e4a1c67b36e,"Oslo and Akershus University, College of Applied Sciences, Norway",59.921167,10.733663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.921167,10.733663
"Padilla-Muñoz A., Rodríguez V., Castro S., Gómez-Restrepo C.",Frequency of disability in students who take the university standardized admission test (saber 11 test) in colombia and their performance characterization [Frecuencia de discapacidad en estudiantes que presentan la prueba estandarizada de acceso a la educación superior (saber 11) en colombia y caracterización de su rendimiento],2012,Revista Facultad de Medicina,60,4,,275,284,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879135289&partnerID=40&md5=206e7a2a61fed5ef118fabf9eb74bf99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Searight H.R., Searight B.K.",Lost in interpretation: Providing mental health services to patients with limited english proficiency and culturally distinct syndromes,2012,Psychology of Language,,,,185,204,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892020138&partnerID=40&md5=75da8a668b55f89ba37beff4a4115b03,"TU Darmstadt, Rotlintstr. 54, 60316 Frankfurt am Main, Germany",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Powell C., Pagliara-Miller C.",The use of volunteer interpreters during the 201 0 Haiti earthquake: lessons learned from the USNS COMFORT Operation Unified Response Haiti.,2012,American journal of disaster medicine,7,1,,37,47,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863009812&partnerID=40&md5=e29236e677503e5bcd8b757ecbfc8b7c,"Department of Communications Science, Amsterdam School of Communication Research, University of Amsterdam, Kloveniersburgwal 48, Amsterdam, Netherlands",52.3629342,4.9124045,,"Department of Translation and Interpreting Studies, Bo?aziçi University, Faculty of Arts and Sciences, Bebek, Istanbul, Turkey",,"Vrije Universiteit Medical Centre, PO Box 7057, Amsterdam, Netherlands",,"Interdisciplinary Social Science Department, Utrecht University, Heidelberg-laan 2, de Uithof, Utrecht, Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3629342,4.9124045
"Mirdal G.M., Ryding E., Essendrop Sondej M.","Traumatized refugees, their therapists, and their interpreters: Three perspectives on psychological treatment",2012,"Psychology and Psychotherapy: Theory, Research and Practice",85,4,,436,455,,11,10.1111/j.2044-8341.2011.02036.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867758206&doi=10.1111%2fj.2044-8341.2011.02036.x&partnerID=40&md5=d9f3a856755623bc5fd16b1052f2cdfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jimenez N., Moreno G., Leng M., Buchwald D., Morales L.S.",Patient-reported quality of pain treatment and use of interpreters in spanish-speaking patients hospitalized for obstetric and gynecological care.,2012,Journal of general internal medicine,27,12,,1602,1608,,9,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878429522&partnerID=40&md5=d3e2ae8f977176d647620673a570bae1,"Centre for Clinical Education, Rigshospitalet, Blegdamsvej 9, 2100 Copenhagen, Denmark",55.695981,12.566608,,"Department of Thoracic Surgery, Rigshospitalet, Copenhagen, Denmark",,"Department of Pulmonary Medicine and Infectious Disease, Hillerød Hospital, Hillerød, Denmark",,"Department of Surgery and Transplantation, Rigshospitalet, Copenhagen, Denmark",,"Department of Rheumatology, Køge Hospital, Køge, Denmark",,,,,,,,,,,,,,,,,,,,,,,,,,55.695981,12.566608
"Molendijk M.L., Haffmans J.P.M., Bus B.A.A., Spinhoven P., Penninx B.W.J.H., Prickaerts J., Voshaar R.C.O., Elzinga B.M.",Serum BDNF Concentrations Show Strong Seasonal Variation and Correlations with the Amount of Ambient Sunlight,2012,PLoS ONE,7,11,e48046,,,,23,10.1371/journal.pone.0048046,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868308595&doi=10.1371%2fjournal.pone.0048046&partnerID=40&md5=bfca9fca022af34e16fc305b0a409e0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flores G., Abreu M., Barone C.P., Bachur R., Lin H.",Errors of medical interpretation and their potential clinical consequences: A comparison of professional versus ad hoc versus no interpreters,2012,Annals of Emergency Medicine,60,5,,545,553,,69,10.1016/j.annemergmed.2012.01.025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868192584&doi=10.1016%2fj.annemergmed.2012.01.025&partnerID=40&md5=923f9c743f604b383ece051e13c4cbe9,"University of Leeds, United Kingdom",53.8066815,-1.5550328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8066815,-1.5550328
"Shahabi P., Siest G., Herbeth B., Ndiaye N.C., Visvikis-Siest S.",Clinical necessity of partitioning of human plasma haptoglobin reference intervals by recently-discovered rs2000999,2012,Clinica Chimica Acta,413,19-20,,1618,1624,,6,10.1016/j.cca.2012.04.033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864379210&doi=10.1016%2fj.cca.2012.04.033&partnerID=40&md5=063655599f5fc9a7b7c7d99fd487a55d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hsieh E., Kramer E.M.",Medical interpreters as tools: Dangers and challenges in the utilitarian approach to interpreters' roles and functions,2012,Patient Education and Counseling,89,1,,158,162,,14,10.1016/j.pec.2012.07.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866618825&doi=10.1016%2fj.pec.2012.07.001&partnerID=40&md5=10b1ec0be3f26700d00c5108d97c11b4,"Psychologue Clinicien, 12F, Rue capitaine Ferber, F-69300 Caluire et Cuire-ludovic, France",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Equy V., Derore A., Vassort N., Mongourdin B., Sergent F.",Evaluation of the actions increasing health accessibility for deaf pregnant patients [Évaluation des actions favorisant l'accessibilité aux soins des patientes enceintes sourdes],2012,Journal de Gynecologie Obstetrique et Biologie de la Reproduction,41,6,,561,565,,2,10.1016/j.jgyn.2012.04.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866740878&doi=10.1016%2fj.jgyn.2012.04.017&partnerID=40&md5=ea9b22c3eabbe36c41beecf61776066e,"Institut für Arbeits-, Sozial- und Umweltmedizin der Universitätsmedizin der Johannes Gutenberg-Universität Mainz, Mainz.",49.9931473,8.259507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9931473,8.259507
"Ander D.S., Wallenstein J., Abramson J.L., Click L., Shayne P.",Reporter-interpreter-manager-educator (RIME) descriptive ratings as an evaluation tool in an emergency medicine clerkship,2012,Journal of Emergency Medicine,43,4,,720,727,,9,10.1016/j.jemermed.2011.05.069,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867334562&doi=10.1016%2fj.jemermed.2011.05.069&partnerID=40&md5=1d74c25b5ba461277472c851bc276bf2,"American Medical Association Council on Ethical and Judicial Affairs, Chicago, IL, USA.",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Drzewiecki B.A., Thomas J.C., Pope IV J.C., Adams M.C., Brock III J.W., Tanaka S.T.",Observation of patients with vesicoureteral reflux off antibiotic prophylaxis: Physician bias on patient selection and risk factors for recurrent febrile urinary tract infection,2012,Journal of Urology,188,4 SUPPL.,,1480,1484,,4,10.1016/j.juro.2012.02.033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866120677&doi=10.1016%2fj.juro.2012.02.033&partnerID=40&md5=25f88a0e3fedabfed927e7c2f75ef140,"Division of Cardiovascular Medicine, Vanderbilt University, Medical Center, Nashville, TN, United States",36.1417373,-86.8021306,,"Division of Primary Care Internal Medicine, Department of Internal Medicine, College of Medicine, 200 1st St. S.W., Rochester, MN 55905, United States",,"Department of Biomedical Statistics and Informatics, Mayo Clinic, Rochester, MN, United States",,"Division of Health Care Policy and Research, College of Medicine, Mayo Clinic, Rochester, MN, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1417373,-86.8021306
"Ramsey K.W., Davis J., French G.",Perspectives of Chuukese patients and their health care providers on the use of different sources of interpreters.,2012,Hawai'i journal of medicine & public health : a journal of Asia Pacific Medicine & Public Health,71,9,,249,252,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891651273&partnerID=40&md5=9818dcf9612b80381401e0066c33ea83,"Université de Lyon, CNRS UMR5220, Universite Lyon, France",ZERO_RESULTS,ZERO_RESULTS,,"Université de Lyon, CNRS UMR5220, Hospices Civils de Lyon, France",,"Philips Research Medisys, 33 rue de Verdun, 92156 Suresnes, France",,"Philips Research, Röntgenstrasse 24-26, D-22335 Hamburg, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Ali S.,Providing interpreters for patients with hearing disabilities: ADA requirements,2012,Innovations in Clinical Neuroscience,9,9,,30,33,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869754336&partnerID=40&md5=e4622c4fcb49c2627eeaa1f49a88ea13,"Grupo de Investigación en Derechos Humanos, Universidad del Rosario, Bogotá, Colombia",4.6001576,-74.0734574,,"Departamento de Epidemiologia Clinica y Bioestadistica, Pontificia Universidad Javeriana, Bogotá, Colombia",,"Investigacion del Dept. de Epidemiologia Clinica y Bioestadistica, Pontificia Universidad Javeriana, Bogotá, Colombia",,"Departamento de Epidemiologia Clinica y Bioestadistica, Pontificia Universidad Javeriana, Bogotá, Colombia",,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6001576,-74.0734574
"Shippee N.D., Pintor J.K., McAlpine D.D., Beebe T.J.","Need, availability, and quality of interpreter services among publicly insured Latino, Hmong, and Somali individuals in Minnesota",2012,Journal of Health Care for the Poor and Underserved,23,3,,1073,1081,,1,10.1353/hpu.2012.0107,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864425477&doi=10.1353%2fhpu.2012.0107&partnerID=40&md5=6cac5ed65ac253d0a03049df21c9caf9,"Department of Psychology, Lake Superior State University, 650 W. Easterday Ave., Sault Sainte Marie, MI 49783, United States",46.4930772,-84.3638112,,"Algoma University, ON, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4930772,-84.3638112
[No author name available],"Study: To minimize errors, rely on interpreters when caring for LEP patients in the ED.",2012,ED management : the monthly update on emergency department management,24,8,,89,92,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867071674&partnerID=40&md5=9d669c9f9b010a3653fd0c6638e78af1,"Bureau for Global Health, US Agency for International Development, Washington, District of Columbia, USA.",38.8941203,-77.0309033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8941203,-77.0309033
"Grover A., Deakyne S., Bajaj L., Roosevelt G.E.",Comparison of throughput times for limited english proficiency patient visits in the emergency department between different interpreter modalities,2012,Journal of Immigrant and Minority Health,14,4,,602,607,,4,10.1007/s10903-011-9532-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865842578&doi=10.1007%2fs10903-011-9532-z&partnerID=40&md5=0752502504422896efd4a4957d530bc1,"Department of Psychology, University of Copenhagen, Oester Farimagsgade 2A, 1353 Copenhagen, Denmark",55.686052,12.570382,,"Oasis - Center for the Rehabilitation of Traumatized Refugees, Copenhagen, Denmark",,"Clinic for Traumatized Refugees, Roskilde, Denmark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.686052,12.570382
"Forst L., Masters D., Zanoni J., Avila S., Chaidez F., Miller A.",Medical interpretation for immigrant workers.,2012,New solutions : a journal of environmental and occupational health policy : NS,22,1,,37,50,,,10.2190/NS.22.1.d,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864042096&doi=10.2190%2fNS.22.1.d&partnerID=40&md5=9d0312a37c96cecd5bfa721629c36f23,"Department of Anesthesiology and Pain Medicine, University of Washington, Seattle, WA 98105, USA.",47.6492873,-122.3068507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6492873,-122.3068507
