Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations 1,geo_latitude,geo_longitude,geo_accuracy,Affiliations 2,Coordinates 2,Affiliations 3,Coordinates 3,Affiliations 4,Coordinates 4,Affiliations 5,Coordinates 5,Affiliation 6,Coordinates 6,Affiliation 7,Coordinates 7,Affiliation 8,Coordinates 8,Affiliation 9,Coordinates 9,Affiliation 10,Coordinates 10,Affiliation 11,Coordinates 11,Affiliation 12,Coordinates 12,Affiliation 13,Coordinates 13,Affiliation 14,Coordinates 14,Affiliation 15,Coordinates 15,Affiliation 16,Coordinates 16,Affiliation 17,Coordinates 17,Lat,Lng
Santos C.M.S.M.,Entering school: The drama of families with deaf children,2011,Procedia - Social and Behavioral Sciences,29,,,322,329,,,10.1016/j.sbspro.2011.11.246,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84555190041&doi=10.1016%2fj.sbspro.2011.11.246&partnerID=40&md5=ef12ea4bbadcde4fe27bd72a07ad953b,"School of Informatics and Computing, Indiana University, Bloomington, IN 47405, United States",39.1720822,-86.5229039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1720822,-86.5229039
G—mez F.L.,Provenance of the declarative action in the chilean property law system [Procedencia de la acci—n meramente declarativa del dominio en el derecho chileno],2011,Ius et Praxis,17,2,,3,24,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862149393&partnerID=40&md5=d02896a3b6c5a82dee4033c71e779adc,"University of East London, Stratford Campus, Water Lane, Stratford, London, E15 4LZ, United Kingdom",51.5443427,0.0097936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5443427,0.0097936
"Kellett Bidoli C.J., Sala R.",Interpreting conflict from speech to sign on Italian television,2011,Interpreters Newsletter,16,,,199,226,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879011355&partnerID=40&md5=f30bccc3c512ffeb6195b608a3464cb6,"City University of Hong Kong, Hong Kong, Hong Kong",22.337128,114.172796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.337128,114.172796
"Amato A., Mack G.",Interpreting the Oscar Night on Italian TV: An interpreters' nightmare?,2011,Interpreters Newsletter,16,,,37,60,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879031838&partnerID=40&md5=c34ce2688bf048a0facd7e161c7ae146,"Hacettepe University, Faculty of Letters, Ankara, Turkey",39.8675202,32.734754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8675202,32.734754
Henning A.C.,The jurisprudence of Justice John Paul Stevens: Selected opinions on the jury's role in criminal sentencing,2011,Jurisprudence of Supreme Court Justice Stevens,,,,65,74,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895292415&partnerID=40&md5=b8ffd10c8daa2817c86ac222df9731ea,"College of Dunaœjv‡ros, Language Department, Hungary",46.9605634,18.9336859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9605634,18.9336859
Coan A.B.,Is there a constitutional right to select the genes of one's offspring?,2011,Hastings Law Journal,63,1,,233,295,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855943954&partnerID=40&md5=cfacd57abb32f5e7b03f768d4018bddf,"SSLMIT, Universitˆ di Trieste, Italy",45.658667,13.7934477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.658667,13.7934477
"Sun C., Liao X.",Effects of litigation under the Endangered Species Act on forest firm values,2011,Journal of Forest Economics,17,4,,388,398,,,10.1016/j.jfe.2011.03.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054780939&doi=10.1016%2fj.jfe.2011.03.004&partnerID=40&md5=a0d9abbe2bfe6f0560647be4bc269742,"University of Granada, Department of Translation and Interpreting, C/Buensuceso 11, 18002 Granada, Spain",37.183853,-3.600767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.183853,-3.600767
"Adam R., Carty B., Stone C.",Ghostwriting: Deaf translators within the Deaf community,2011,Babel,57,4,,375,393,,4,10.1075/babel.57.4.01ada,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856458339&doi=10.1075%2fbabel.57.4.01ada&partnerID=40&md5=955d6b5899a127f73a68e9f9a70cd44c,"Unidade Local de Saœde de Matosinhos EPE, Rua Dr. Eduardo Torres s/n, 4460 - Matosinhos, Portugal",41.1821209,-8.6633608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1821209,-8.6633608
Khan F.,"Interpreting for refugees: ""Where practicable and necessary only?""",2011,Refuge,28,2,,93,105,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878532425&partnerID=40&md5=e74f6644777efc5d8fe064d1f3225580,"University of Silesia, Poland",50.2607501,19.0287157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2607501,19.0287157
"Ragaru N., Capelle-Pog?cean A.",Les voix de l'appartenance: InterprŽter les votes ÇethniquesrÈ en Bulgarie et en Roumanie,2011,Critique Internationale,53,4,,119,144,,,10.3917/crii.053.0119,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856698158&doi=10.3917%2fcrii.053.0119&partnerID=40&md5=ee079cf6b2cf20e9039dc01a200e16f7,"Law School, University of Notre Dame, United States",41.6986715,-86.2379551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6986715,-86.2379551
"Tribe R., Thompson K.",Developing guidelines on working with interpreters in mental health: Opening up an international dialogue?,2011,International Journal of Culture and Mental Health,4,2,,81,90,,1,10.1080/17542863.2010.503365,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859375503&doi=10.1080%2f17542863.2010.503365&partnerID=40&md5=f2905d3cd84f12b9c2987e29c51b235e,"Johannes Gutenberg-UniversitŠt Mainz/Germersheim, Germany",49.21657,8.37067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.21657,8.37067
Niemants N.S.A.,When the interpreters are the journalists: A linguistic analysis [Quand les interprtes font les journalistes : une analyse linguistique],2011,Interpreters Newsletter,16,,,137,155,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879007200&partnerID=40&md5=000a422632fedb030a37b3c5b2af58e5,"IULM, Milano, Italy",45.4427111,9.1645036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4427111,9.1645036
"Brune M., Eiro‡-Orosa F.J., Fischer-Ortman J., Delijaj B., Haasen C.",Intermediated communication by interpreters in psychotherapy with traumatized refugees,2011,International Journal of Culture and Mental Health,4,2,,144,151,,6,10.1080/17542863.2010.537821,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859399761&doi=10.1080%2f17542863.2010.537821&partnerID=40&md5=3119b88eea33ff699065426384ea2842,"Unidade Local de Saœde de Matosinhos EPE, Rua Dr. Eduardo Torres s/n, 4460 - Matosinhos, Portugal",41.1821209,-8.6633608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1821209,-8.6633608
Tsuruta C.,Broadcast interpreters in Japan: Bringing news to and from the world,2011,Interpreters Newsletter,16,,,157,173,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879018678&partnerID=40&md5=dd4027889f519e2726f4b579dfe28eae,"Derecho Civil del Departamento de Derecho Privado, Universidad de Chile, Chile",-33.4352946,-70.6352263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.4352946,-70.6352263
GuŽrin C.,"The silence of the Roman orator: Sign to interpret, failure to combat [Le silence de l'orateur Romain : Signe ˆ interprŽter, dŽfaut ˆ combattre]",2011,Revue de Philologie de Litterature et d Histoire Anciennes,85,1,,43,74,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883071396&partnerID=40&md5=e7401d52fa13d89f7e5ca5c6aa608416,"SSLMIT, Universitˆ di Trieste, Italy",45.658667,13.7934477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.658667,13.7934477
Sergio F.S.,Using corpus evidence to discover style in interpreters' performances,2011,Linguistic Insights,147,,,211,230,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861045589&partnerID=40&md5=0b355fc1ab0359610fa00b9cbfefca26,"Universitˆ di Bologna, Italy",44.4962318,11.354157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4962318,11.354157
Moreno F.V.,The professional reality of Spanish degree holders as sworn translators-interpreters of English [La realidad profesional de los licenciados como traductores- intŽrpretes jurados de inglŽs],2011,Sendebar,,22,,309,327,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890898760&partnerID=40&md5=2c4be3c575afa5ea2e813631ad8edab0,"University of Wisconsin, Law School, United States",43.0745229,-89.4022644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0745229,-89.4022644
Allan T.R.S.,Questions of legality and legitimacy: Form and substance in British constitutionalism,2011,International Journal of Constitutional Law,9,1,,155,162,,4,10.1093/icon/mor017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053521012&doi=10.1093%2ficon%2fmor017&partnerID=40&md5=c6e2270a2dbbec4cfa68ac3266fc6169,"Department of Forestry, Mississippi State University, Mississippi State, MS 39762, United States",33.4551742,-88.7943766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4551742,-88.7943766
Austin-Broos D.,"The politics of difference and equality: Remote aboriginal communities, public discourse, and Australian anthropology",2011,Transforming Anthropology,19,2,,139,145,,3,10.1111/j.1548-7466.2011.01125.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052900686&doi=10.1111%2fj.1548-7466.2011.01125.x&partnerID=40&md5=8efb2028d5bb0209dad875fcb6f11326,"Deafness Cognition and Language Research Centre, University College London, 49 Gordon Square, London WC1H 0PD, United Kingdom",51.5243049,-0.1300206,,"University of Newcastle, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5243049,-0.1300206
"Lahav H., Reich Z.",Authors and poets write the news a case study of a radical journalistic experiment,2011,Journalism Studies,12,5,,624,641,,2,10.1080/1461670X.2011.562659,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052877989&doi=10.1080%2f1461670X.2011.562659&partnerID=40&md5=f1fc117b0daa816bbb81c923bfc7657b,"University of Trieste, Italy",45.658667,13.7934477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.658667,13.7934477
Lee J.,Translatability of speech style in court interpreting,2011,"International Journal of Speech, Language and the Law",18,1,,1,33,,1,10.1558/ijsll.v18i1.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053159168&doi=10.1558%2fijsll.v18i1.1&partnerID=40&md5=31f20840b2df7b5ae64f36e32bf31e70,"Seton Hall University School of Law, A.B. Princeton University, United States",40.7365124,-74.1667545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7365124,-74.1667545
"BoŽri J., De Manuel Jerez J.",From training skilled conference interpreters to educating reflective citizens: A case study of the Marius Action Research Project,2011,Interpreter and Translator Trainer,5,1,,41,64,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052381803&partnerID=40&md5=f3483142aee3f0202b512626b4bf20ad,"CERI, Sciences Po/CNRS, France",48.8562623,2.3320554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8562623,2.3320554
Lebese S.,A pilot study on the undefined role of court interpreters in South Africa,2011,Southern African Linguistics and Applied Language Studies,29,3,,343,357,,,10.2989/16073614.2011.647498,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855969950&doi=10.2989%2f16073614.2011.647498&partnerID=40&md5=9decae328171a90c89d449ebc8b132f9,"School of Psychology, University of East London, United Kingdom",51.5078296,0.0639249,,"Refugee Support Service, North East London Foundation Health Trust, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5078296,0.0639249
Johnson P.,Challenging the heteronormativity of marriage: The role of judicial interpretation and authority,2011,Social and Legal Studies,20,3,,349,367,,7,10.1177/0964663911406314,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051998840&doi=10.1177%2f0964663911406314&partnerID=40&md5=502600750ff4743aa3f8024bcc3dee0a,"Universitˆ di Modena e Reggio Emilia, Italy",44.6451046,10.9279268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6451046,10.9279268
Pasquandrea S.,Managing multiple actions through multimodality: Doctors' involvement in interpreter-mediated interactions,2011,Language in Society,40,4,,455,481,,25,10.1017/S0047404511000479,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054962310&doi=10.1017%2fS0047404511000479&partnerID=40&md5=68922c4eda65b92ad9b0a35cdc684794,"Graduate School of Global Studies, Tokyo University of Foreign Studies, Japan",35.673444,139.519935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.673444,139.519935
Lesch H.M.,In search of an interpreting research methodology for Africa,2011,Southern African Linguistics and Applied Language Studies,29,3,,359,371,,,10.2989/16073614.2011.647500,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855949539&doi=10.2989%2f16073614.2011.647500&partnerID=40&md5=26ab4c426160fc5ad88db49c48575b81,"UniversitŽ Paul ValŽry - Montpellier III, Institut universitaire de France, France",43.6315656,3.8705564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6315656,3.8705564
"Greil A., Mcquillan J., Slauson-Blevins K.",The social construction of infertility,2011,Sociology Compass,5,8,,736,746,,14,10.1111/j.1751-9020.2011.00397.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961043871&doi=10.1111%2fj.1751-9020.2011.00397.x&partnerID=40&md5=efbce5e12af996dca6c5f801f1f4088d,"University of Granada, Spain",37.183853,-3.600767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.183853,-3.600767
"Schrader T.S., Duniway M.C.",Image interpreter tool: An ArcGIS tool for estimating vegetation cover from high-resolution imagery,2011,Rangelands,33,4,,35,40,,1,10.2111/1551-501X-33.4.35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052039015&doi=10.2111%2f1551-501X-33.4.35&partnerID=40&md5=595123e3314efc3d71603ca531b3a798,"University of Ulster, United Kingdom",55.1497581,-6.6751586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1497581,-6.6751586
Hale S.,The positive side of community interpreting,2011,Interpreting,13,2,,234,248,,5,10.1075/intp.13.2.04hal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960246669&doi=10.1075%2fintp.13.2.04hal&partnerID=40&md5=5135d4aade14597122f5f4ccd0cded1c,"University of Cambridge, United Kingdom",52.2042666,0.1149085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2042666,0.1149085
Seeber K.G.,Cognitive load in simultaneous interpreting: Existing theories - New models,2011,Interpreting,13,2,,176,204,,11,10.1075/intp.13.2.02see,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960249274&doi=10.1075%2fintp.13.2.02see&partnerID=40&md5=6590b629719ef00a9a2ca4ea96da741f,"Department of Anthropology, University of Sydney, Sydney, NSW, 2006, Australia",-33.888584,151.1873473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.888584,151.1873473
Slobodzian J.T.,A cross-cultural study: Deaf students in a public mainstream school setting,2011,International Journal of Inclusive Education,15,6,,649,666,,5,10.1080/13603110903289982,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960749817&doi=10.1080%2f13603110903289982&partnerID=40&md5=dc370ae0d8f0b3effa4a6acf007529b3,"Ewha Womans University, South Korea",37.5618577,126.9468294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5618577,126.9468294
Chambers S.A.,Jacques rancire and the problem of pure politics,2011,European Journal of Political Theory,10,3,,303,326,,20,10.1177/1474885111406386,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960875619&doi=10.1177%2f1474885111406386&partnerID=40&md5=f1a692960d1e3f2aa5700ce7d4afe76d,"Universitat Pompeu Fabra, Departament de Traducci— i Cincies del Llenguatge, C/ Roc Boronat, 138, 08018 Barcelona, Spain",41.404185,2.1936561,,"Universidad de Granada, Facultad de Traducci—n e Interpretaci—n, Despacho 7, Calle del Buensuceso, 11, 18002 Granada, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.404185,2.1936561
"Barnes J., Ball M., Niven L.",Providing the Family-Nurse Partnership programme through interpreters in England,2011,Health and Social Care in the Community,19,4,,382,391,,4,10.1111/j.1365-2524.2010.00985.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958863520&doi=10.1111%2fj.1365-2524.2010.00985.x&partnerID=40&md5=5484a8251863608b4f8f168e9fb2f36a,"Department of Linguistics, University of South Africa, PO Box 392, Pretoria, South Africa",-25.7656892,28.1990672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.7656892,28.1990672
Borrero N.,Nurturing students' strengths: The impact of a school-based student interpreter program on latino/a students' reading comprehension and english language development,2011,Urban Education,46,4,,663,688,,7,10.1177/0042085911400333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959358442&doi=10.1177%2f0042085911400333&partnerID=40&md5=b77b295c4b38ed0bf094c6d4604fc403,"Department of Sociology, University of Surrey, Guildford GU2 7XH, Surrey, United Kingdom",51.2423009,-0.5904827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2423009,-0.5904827
Bliss D.L.,Sexual orientation differences in spirituality in a sample of alcoholics anonymous members: Implications for practitioners,2011,Journal of Gay and Lesbian Social Services,23,3,,335,350,,3,10.1080/10538720.2011.588928,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961076356&doi=10.1080%2f10538720.2011.588928&partnerID=40&md5=b53c09861785ce379f481bbcffed08ae,"Universidade Federal de S‹o Carlos, Brazil",-21.989643,-47.8847709,,"Secretaria Municipal de Educa‹o de Campinas, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.989643,-47.8847709
Vidmar J.,The Kosovo advisory opinion scrutinized,2011,Leiden Journal of International Law,24,2,,355,383,,15,10.1017/S0922156511000057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956274269&doi=10.1017%2fS0922156511000057&partnerID=40&md5=51de75636d0046f4c7bb4c2084291307,"The Helmholtz Institute, Utrecht University, Netherlands",52.0901527,5.1226018,,"The Utrecht University of Applied Sciences, Netherlands",,"Leiden University, Netherlands",,"Royal Dutch Kentalis, Sint-Michielsgestel, Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0901527,5.1226018
Hobbs P.,Defining the law: (Mis)using the dictionary to decide cases,2011,Discourse Studies,13,3,,327,347,,1,10.1177/1461445611400538,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956304241&doi=10.1177%2f1461445611400538&partnerID=40&md5=e1b90c2d5b6f9a429bd067252d2fd4d1,"Alfred University in New York State, 1 Saxon Drive, Alfred, NY 14802, United States",42.2544524,-77.7880911,,"University of Nebraska-Lincoln, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2544524,-77.7880911
Graden D.T.,"Interpreters, translators, and the spoken word in the nineteenth-century transatlantic slave trade to Brazil and Cuba",2011,Ethnohistory,58,3,,393,419,,3,10.1215/00141801-1263839,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953175736&doi=10.1215%2f00141801-1263839&partnerID=40&md5=909d56150fbf1499cc3a027cada73053,"Interpreting and Translation, School of Languages and L8inguistics, University of New South Wales, Sydney, NSW 2052, Australia",-33.917347,151.2312675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.917347,151.2312675
Paales L.,Name signs for hearing people1,2011,Folklore,47,,,43,76,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956328684&partnerID=40&md5=1b8cf1b378a56d3dd0f4b5630f6d4dcc,"Ecole de Traduction et dInterprŽtation, UniversitŽ de Genve, 40, Boulevard du Pont-dArve, CH-1211 Genve 4, Switzerland",46.1949609,6.1396224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1949609,6.1396224
Green M.S.,Horizontal Erie and the presumption of forum law,2011,Michigan Law Review,109,7,,1237,1292,,13,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957588904&partnerID=40&md5=6b9961293bd8a1126cc2e48d2436954d,"Department of Special Education, Language and Literacy, College of New Jersey, Ewing, NJ, United States",40.2691421,-74.7774394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2691421,-74.7774394
Tomkovicz J.J.,"Constitutional Exclusion: The Rules, Rights, and Remedies that Strike the Balance Between Freedom and Order",2011,"Constitutional Exclusion: The Rules, Rights, and Remedies that Strike the Balance Between Freedom and Order",,,,1,448,,5,10.1093/acprof:oso/9780195369243.001.0001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871997166&doi=10.1093%2facprof%3aoso%2f9780195369243.001.0001&partnerID=40&md5=bd118a5ebf026f8b58a4bc6542c58de3,"Utah Youth Village, Salt Lake City, UT, United States",40.6458268,-111.8358531,,"University of Illinois at Urbana Champaign, Champaign, IL, United States",,"DePaul University, Chicago, IL, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6458268,-111.8358531
